title,artist,top_genre,year,bpm,nrgy,dnce,db,live,val,dur,acous,spch,pop,duration_min,pca_1,pca_2,cluster
Atlas - From ÂThe Hunger Games: Catching FireÂ Soundtrack,Coldplay,permanent wave,2013,136,45,28,-8,11,11,236,63,3,55,3.933333333333333,-4.283062254309957,-1.0622381654617454,1
What About Love,Austin Mahone,dance pop,2013,100,78,63,-7,4,28,203,0,4,54,3.3833333333333333,-0.439686414149728,0.3919045515771527,2
Take Back the Night,Justin Timberlake,dance pop,2013,107,66,59,-5,64,33,353,4,16,54,5.883333333333334,-0.7328324763748038,-3.621579184757536,3
Applause,Lady Gaga,dance pop,2013,140,78,67,-4,11,73,212,3,5,52,3.533333333333333,1.3649946929780536,-0.1774986505444141,0
Anything Could Happen,Ellie Goulding,dance pop,2013,103,78,70,-4,14,38,286,43,3,52,4.766666666666667,-0.6227511973641867,-0.3028224213318738,2
Finally Found You,Enrique Iglesias,dance pop,2013,128,88,62,-5,35,66,221,1,10,52,3.683333333333333,1.3582237236387937,-1.423543819412028,3
Pom Poms,Jonas Brothers,boy band,2013,148,98,68,-2,28,90,198,7,9,52,3.3,3.0922052763092767,-1.04414174682583,3
#Beautiful,Mariah Carey,dance pop,2013,107,76,68,-5,31,45,200,29,4,51,3.333333333333333,0.12284299687151037,-0.1648273597753374,0
How Ya Doin'? (feat. Missy Elliott),Little Mix,dance pop,2013,201,95,36,-3,37,51,211,9,48,50,3.5166666666666666,1.6563953261551985,-5.260988822501017,3
Crazy Kids (feat. will.i.am),Kesha,dance pop,2013,128,75,72,-4,13,50,229,4,4,46,3.816666666666667,0.7846966686785629,-0.33620579488010893,0
"Ooh La La (from ""The Smurfs 2"")",Britney Spears,dance pop,2013,128,57,69,-5,11,73,257,2,5,45,4.283333333333333,0.1694294519863453,-0.16856808965037598,0
People Like Us,Kelly Clarkson,dance pop,2013,128,79,60,-5,36,61,259,4,4,45,4.316666666666666,0.5734431187394671,-1.7330893285780133,3
Overdose,Ciara,dance pop,2013,107,70,77,-6,6,79,227,1,3,43,3.783333333333333,0.7268270271468978,0.8419526059102855,0
Right Now - Dyro Radio Edit,Rihanna,barbadian pop,2013,130,74,53,-6,24,45,186,0,4,42,3.1,0.13134674006062827,-1.0311333635644802,2
Give It 2 U,Robin Thicke,dance pop,2013,127,83,67,-4,16,58,230,10,7,41,3.8333333333333335,1.0001899815810105,-0.8314880376994935,0
Foolish Games,Jewel,alaska indie,2013,132,34,51,-11,12,7,250,23,3,36,4.166666666666667,-4.260211346888284,-0.8510615058849841,1
Outta Nowhere (feat. Danny Mercer),Pitbull,dance pop,2013,95,84,71,-4,21,66,207,16,3,35,3.45,1.2285646516820241,0.002604934979689728,0
Freak,Kelly Rowland,atl hip hop,2013,104,78,65,-5,12,45,274,13,6,28,4.566666666666666,-0.16625150230268929,-1.0943317619545303,2
All of Me,John Legend,neo mellow,2014,120,26,42,-7,13,33,270,92,3,86,4.5,-4.7108220377154515,0.6974679266342236,1
Stay With Me,Sam Smith,pop,2014,84,42,42,-6,11,18,173,59,4,85,2.8833333333333333,-3.012204791593383,1.5526432719112102,1
Summer,Calvin Harris,dance pop,2014,128,86,60,-4,14,74,223,2,3,80,3.716666666666667,1.416556366788374,0.1942394326841385,0
"Happy - From ""Despicable Me 2""",Pharrell Williams,dance pop,2014,160,82,65,-5,9,96,233,22,18,79,3.883333333333333,1.2560634415737568,-0.1955025431372706,0
Rude,MAGIC!,pop,2014,144,76,77,-5,31,93,225,4,4,79,3.75,1.7107787010240643,0.289055046806193,0
Shake It Off,Taylor Swift,pop,2014,160,80,65,-5,33,94,219,6,17,78,3.65,1.7501693994381213,-0.9460834850265736,3
Dark Horse,Katy Perry,dance pop,2014,132,59,65,-6,17,35,216,0,5,78,3.6,-0.49543403264748226,0.23554671775042502,2
Hey Brother,Avicii,big room,2014,125,78,55,-5,8,46,255,3,4,78,4.25,-0.03683759732691012,-0.24604468557628076,2
Maps,Maroon 5,pop,2014,120,71,74,-6,6,88,190,2,3,78,3.1666666666666665,1.1189431356989583,1.8177690136971927,0
Treasure,Bruno Mars,pop,2014,116,69,87,-5,32,94,179,4,4,77,2.9833333333333334,1.9675719699701149,1.5742461458114356,0
Let Her Go,Passenger,folk-pop,2014,75,54,51,-7,10,24,253,39,6,77,4.216666666666667,-2.6791700540791905,0.7668298885786788,1
Problem,Ariana Grande,dance pop,2014,103,81,66,-5,16,63,194,2,15,75,3.2333333333333334,1.1592459979965621,0.4557827596503944,0
Pompeii,Bastille,metropopolis,2014,127,72,68,-6,27,57,214,8,4,73,3.566666666666667,0.32426369379064807,0.11468488495840173,0
Team,Lorde,art pop,2014,100,58,69,-7,31,42,193,17,9,73,3.216666666666667,-0.7028751865104184,0.6376321843364364,2
Love Me Again,John Newman,pop,2014,126,89,50,-5,10,21,240,0,4,73,4.0,-0.10702874062534957,-0.9195917921634937,2
Latch,Disclosure,house,2014,122,73,50,-5,9,52,256,2,17,72,4.266666666666667,-0.06726769646337696,-0.9232886216183812,2
Adore You,Miley Cyrus,dance pop,2014,120,66,58,-5,11,20,279,11,3,72,4.65,-1.1764111325349667,-0.5324943109506972,2
Love Never Felt So Good,Michael Jackson,pop,2014,118,72,78,-6,7,71,246,13,4,71,4.1,0.34026861244351037,1.0858145011546492,0
Burn,Ellie Goulding,dance pop,2014,87,78,56,-5,11,33,231,31,4,71,3.85,-0.7584625406356051,0.4387378355760769,2
She Looks So Perfect,5 Seconds of Summer,boy band,2014,160,95,49,-4,33,44,202,0,13,71,3.3666666666666667,1.3592578505182353,-2.181538918754837,3
Fancy,Iggy Azalea,australian hip hop,2014,95,72,91,-4,5,38,200,9,7,70,3.333333333333333,0.8644066635528181,1.8210537173696222,0
Talk Dirty (feat. 2 Chainz),Jason Derulo,dance pop,2014,100,65,76,-7,31,76,178,3,23,68,2.966666666666667,0.8511503434938954,0.5167784005043293,3
Gorilla,Bruno Mars,pop,2014,140,54,72,-7,10,64,244,45,4,68,4.066666666666666,-1.3536727894930303,0.8541175347103815,2
human,Christina Perri,dance pop,2014,144,49,44,-6,11,25,251,13,4,68,4.183333333333334,-2.0150370569417677,-0.8884258844262066,2
Young Girls,Bruno Mars,pop,2014,126,75,56,-5,21,50,229,46,3,67,3.816666666666667,-0.6613067153635495,-0.22780989409294586,2
Wiggle (feat. Snoop Dogg),Jason Derulo,dance pop,2014,82,62,70,-7,16,72,193,8,25,67,3.216666666666667,0.19800565503531287,0.8885175053458164,0
Love Runs Out,OneRepublic,dance pop,2014,120,93,72,-4,8,74,225,17,6,66,3.75,1.5537544118951974,0.4703859239552209,0
This Is How We Do,Katy Perry,dance pop,2014,96,64,69,-6,15,80,204,2,5,66,3.4,0.5622957925251596,1.2536537822707305,0
Mmm Yeah (feat. Pitbull),Austin Mahone,dance pop,2014,126,92,71,-4,27,98,232,0,4,65,3.8666666666666663,2.414619543012109,-0.16837048628291815,0
#SELFIE,The Chainsmokers,electropop,2014,128,92,79,-3,8,66,184,1,25,65,3.066666666666667,2.572955967906925,0.007269500619335637,0
Partition,BeyoncÃ©,dance pop,2014,186,44,41,-12,31,17,319,3,29,65,5.316666666666666,-3.7518612983399295,-3.8200249240666997,2
Birthday,Katy Perry,dance pop,2014,126,67,72,-5,11,84,215,9,7,65,3.583333333333333,0.915723512559175,0.7976658569493666,0
G.U.Y.,Lady Gaga,dance pop,2014,110,92,62,-3,12,57,233,1,4,65,3.883333333333333,1.4975950928090431,-0.19867103633410335,0
Stay The Night - Featuring Hayley Williams Of Paramore,Zedd,complextro,2014,128,74,60,-3,9,46,217,11,4,64,3.6166666666666663,0.571574547082901,-0.09204540972049352,0
"Let It Go - From ""Frozen / Single Version",Demi Lovato,dance pop,2014,140,66,50,-6,27,25,226,3,4,63,3.7666666666666666,-0.8483646494301817,-1.3506121647574634,2
Wings,Birdy,neo mellow,2014,83,71,47,-5,16,22,252,8,3,62,4.2,-1.0456278623520243,-0.5336241269931119,2
Can't Remember to Forget You (feat. Rihanna),Shakira,colombian pop,2014,138,81,69,-4,14,82,207,12,7,62,3.45,1.5676673340692568,0.14981385514856807,0
Shot Me Down (feat. Skylar Grey) - Radio Edit,David Guetta,dance pop,2014,192,77,35,-4,12,4,191,6,5,61,3.183333333333333,-0.53523021620669,-2.405870595697939,2
Say Something,A Great Big World,neo mellow,2014,138,15,45,-9,9,9,229,87,3,61,3.816666666666667,-5.6274024271935525,0.4286678130412976,1
A Sky Full of Stars,Coldplay,permanent wave,2014,125,68,55,-6,21,16,268,1,3,60,4.466666666666667,-1.161929993775855,-1.3235428094328971,2
Come Get It Bae,Pharrell Williams,dance pop,2014,120,80,93,-6,10,90,202,27,8,59,3.3666666666666667,1.3642247650743315,1.6438932624822626,0
Chandelier,Sia,australian dance,2014,174,78,29,-3,7,62,216,2,7,56,3.6,0.6096853737587307,-2.09411568312279,2
XO,BeyoncÃ©,dance pop,2014,170,79,47,-9,31,21,216,17,26,56,3.6,-1.3041082136701732,-2.970421201280033,3
We Are One (Ole Ola) [The Official 2014 FIFA World Cup Song],Pitbull,dance pop,2014,125,94,60,-4,10,55,222,0,7,56,3.7,1.3455963741552743,-0.6743661076883081,0
Not About Angels,Birdy,neo mellow,2014,116,14,41,-10,9,23,190,97,4,56,3.1666666666666665,-5.749071991430966,1.151626936887405,1
Drunk in Love,BeyoncÃ©,dance pop,2014,140,62,59,-7,18,40,323,1,5,52,5.383333333333334,-1.387730767961758,-1.7510336052672315,2
Anaconda,Nicki Minaj,dance pop,2014,130,60,96,-6,21,65,260,7,18,50,4.333333333333333,0.5416340310212174,-0.04880441264563282,3
Boom Clap - From the Motion Picture Das Schicksal ist ein mieser VerrÃ¤ter,Charli XCX,candy pop,2014,92,81,68,-4,34,64,169,7,6,50,2.816666666666667,1.5763856770114952,0.09493989928272052,0
La La La (Brasil 2014) (feat. Carlinhos Brown),Shakira,colombian pop,2014,128,82,80,-5,35,61,198,18,4,50,3.3,1.2226630193176158,-0.23017312918936475,0
Tee Shirt - Soundtrack Version,Birdy,neo mellow,2014,76,34,68,-9,9,56,160,84,3,49,2.6666666666666665,-3.222433532264716,2.7902560507918275,1
Words as Weapons,Birdy,neo mellow,2014,120,35,53,-9,14,19,239,28,3,44,3.983333333333333,-3.4589739680536735,-0.30595924926331747,1
You're Mine (Eternal),Mariah Carey,dance pop,2014,149,58,63,-7,38,56,224,28,7,38,3.733333333333333,-0.848462433019955,-1.4331363204427752,3
Sheezus,Lily Allen,dance pop,2014,130,50,78,-7,11,39,235,15,4,37,3.9166666666666665,-1.1777006615504702,0.11957816395726178,2
Cannonball,Lea Michele,hollywood,2014,92,82,56,-3,19,57,215,2,5,37,3.583333333333333,1.145328436247319,-0.7213470034141164,0
It's On Again - Main Soundtrack,Alicia Keys,hip pop,2014,110,54,64,-9,25,53,230,10,11,30,3.8333333333333335,-1.3745353631185129,-0.7491743314048105,2
I Luh Ya Papi,Jennifer Lopez,dance pop,2014,96,73,74,-6,12,59,207,45,42,28,3.45,-0.047504401450867095,-0.8663486830212697,3
Not a Bad Thing,Justin Timberlake,dance pop,2014,86,73,59,-6,38,46,266,27,6,0,4.433333333333334,-0.7965761712766859,-2.230613071291059,3
Thinking out Loud,Ed Sheeran,pop,2015,79,45,78,-6,18,59,282,47,3,84,4.7,-1.706840229971609,1.8744481214718938,1
I'm Not The Only One,Sam Smith,pop,2015,82,49,68,-6,8,49,239,53,4,84,3.983333333333333,-1.9131321319092565,2.078311295799194,1
The Hills,The Weeknd,canadian contemporary r&b,2015,113,56,58,-7,14,14,242,7,5,84,4.033333333333333,-1.804316619508218,0.21311411497221366,2
Love Yourself,Justin Bieber,canadian pop,2015,100,38,61,-10,28,52,234,84,44,83,3.9,-3.490789521266181,-0.0030395110840680676,1
Uptown Funk,Mark Ronson,dance pop,2015,115,61,86,-7,3,93,270,1,8,82,4.5,0.42258566888975424,1.771610455615571,0
Take Me To Church,Hozier,irish singer-songwriter,2015,129,66,57,-5,12,44,242,63,5,81,4.033333333333333,-1.5207954299550932,0.3857454899262887,1
Sugar,Maroon 5,pop,2015,120,79,75,-7,9,88,235,6,3,81,3.9166666666666665,0.7883999319235234,1.336491720224915,0
Sorry,Justin Bieber,canadian pop,2015,100,76,65,-4,30,41,201,8,5,81,3.35,0.6615112269735679,0.30552048212845256,0
FourFiveSeconds,Rihanna,barbadian pop,2015,206,27,58,-6,13,35,188,88,5,80,3.1333333333333333,-3.1807470174976396,0.38557088957567853,1
"Love Me Like You Do - From ""Fifty Shades Of Grey""",Ellie Goulding,dance pop,2015,190,61,26,-7,13,28,253,25,5,79,4.216666666666667,-2.3733621148731,-2.1265202633558267,2
"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",The Weeknd,canadian contemporary r&b,2015,120,38,66,-6,10,44,252,39,3,79,4.2,-2.1100846661314154,1.1349540405463188,1
What Do You Mean?,Justin Bieber,canadian pop,2015,125,57,85,-8,8,79,206,59,10,79,3.433333333333333,-0.9760982950644148,2.2799390356342943,0
Stitches,Shawn Mendes,canadian pop,2015,150,75,75,-7,5,76,207,2,7,78,3.45,0.7618653135947028,0.9461662214742829,0
Want to Want Me,Jason Derulo,dance pop,2015,114,68,78,-6,11,66,208,1,6,77,3.466666666666667,0.6444617406000124,1.381454512868845,0
My House,Flo Rida,dance pop,2015,94,70,69,-5,13,74,192,2,5,77,3.2,0.9654270047352336,1.533255365563655,0
Waves - Robin Schulz Radio Edit,Mr. Probz,tropical house,2015,120,51,83,-9,8,45,208,1,4,77,3.466666666666667,-1.0255815506713764,1.8182025719554091,2
Night Changes,One Direction,boy band,2015,120,52,67,-8,12,37,227,86,4,77,3.783333333333333,-3.0901814038603588,1.4176367965095111,1
How Deep Is Your Love,Calvin Harris,dance pop,2015,122,87,74,-4,39,34,213,4,7,77,3.55,1.2330007505713267,-0.5941685248134111,3
Never Forget You,Zara Larsson,dance pop,2015,146,73,58,-6,27,28,213,0,5,77,3.55,-0.2093949667236042,-0.841892034840341,2
Love Me Harder,Ariana Grande,dance pop,2015,99,71,47,-4,8,24,236,1,3,76,3.933333333333333,-0.5149872539564971,-0.11054297545821004,2
Animals,Maroon 5,pop,2015,190,74,28,-6,59,33,231,0,9,76,3.85,-0.4933237195731651,-3.965894379112086,3
Blame,Calvin Harris,dance pop,2015,128,86,41,-4,34,35,213,3,8,76,3.55,0.4671174984408777,-1.7095757490125643,3
Worth It,Fifth Harmony,dance pop,2015,100,77,88,-4,12,59,225,6,9,75,3.75,1.3526587687233393,1.3207210979727941,0
Break Free,Ariana Grande,dance pop,2015,130,70,69,-5,20,28,215,1,5,75,3.583333333333333,0.0867535835832877,-0.03506530314552827,2
Don't,Ed Sheeran,pop,2015,95,61,81,-7,64,85,220,1,7,74,3.6666666666666665,0.8900846781177022,0.15417663023211742,3
Elastic Heart,Sia,australian dance,2015,130,79,42,-5,15,50,257,1,5,73,4.283333333333333,-0.12248337982673715,-1.1741415972297828,2
Rather Be (feat. Jess Glynne),Clean Bandit,dance pop,2015,121,59,80,-7,19,55,228,16,4,73,3.8,-0.4569548675357929,1.0356078012174927,2
Hello,Adele,british soul,2015,158,45,48,-6,9,29,295,34,3,73,4.916666666666667,-2.678115382560608,-0.9305659350618978,2
Dear Future Husband,Meghan Trainor,dance pop,2015,79,78,66,-5,32,83,184,38,19,72,3.066666666666667,0.8753156389406984,0.6990015872582882,3
43776,BeyoncÃ©,dance pop,2015,136,71,75,-5,13,56,214,1,13,72,3.566666666666667,0.8363482524223248,0.21477233668525653,0
The Heart Wants What It Wants,Selena Gomez,dance pop,2015,83,79,62,-5,14,62,227,5,4,72,3.783333333333333,0.5496664080067093,0.7695445457964442,0
"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",David Guetta,dance pop,2015,86,73,60,-4,33,53,193,24,15,72,3.216666666666667,0.4811677505358768,0.025698997059007432,3
Genie In a Bottle,Christina Aguilera,dance pop,2015,176,80,63,-7,14,91,218,21,16,72,3.633333333333333,0.6880892527391714,-0.5636676919203398,3
Company,Justin Bieber,canadian pop,2015,95,80,59,-5,8,43,208,13,6,72,3.466666666666667,0.09998048053700545,0.6299698060865321,0
Sing,Ed Sheeran,pop,2015,120,67,82,-4,6,94,235,30,5,71,3.9166666666666665,0.9763581923062215,1.636474742005397,0
Jealous - Remix,Nick Jonas,dance pop,2015,93,71,68,-4,44,45,222,1,8,70,3.7,0.7740590969325414,-0.4618341108981428,3
Really Don't Care,Demi Lovato,dance pop,2015,121,73,71,-4,19,85,202,12,9,70,3.3666666666666667,1.463766138116996,0.643136647110924,0
"Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)",Macklemore & Ryan Lewis,dance pop,2015,110,61,83,-4,29,71,293,9,7,70,4.883333333333334,0.5965925391088707,0.09653370975969719,0
Only Love Can Hurt Like This,Paloma Faith,british soul,2015,91,89,57,-5,33,31,233,10,8,69,3.883333333333333,0.21784971874467562,-0.8811911832652837,2
Heartbeat Song,Kelly Clarkson,dance pop,2015,149,80,49,-4,6,48,199,1,5,69,3.316666666666667,0.641758901659525,-0.5461838436871501,0
Up,Olly Murs,dance pop,2015,115,85,69,-5,10,64,224,2,3,69,3.733333333333333,1.0587221161317437,0.5336405770098115,0
Trumpets,Jason Derulo,dance pop,2015,82,70,63,-5,10,64,217,56,24,69,3.6166666666666663,-0.5227951587535287,0.7443226121779244,0
Runnin' (Lose It All),Naughty Boy,tropical house,2015,139,85,32,-6,48,8,213,1,8,69,3.55,-0.6544972243551861,-3.0119450089739446,2
Same Old Love,Selena Gomez,dance pop,2015,98,59,67,-4,21,44,229,2,3,69,3.816666666666667,0.06599582114799281,0.4626600174641479,2
I Want You To Know,Zedd,complextro,2015,130,85,58,-3,14,37,240,1,6,68,4.0,0.8286644679080671,-0.8990429896991486,0
Lips Are Movin,Meghan Trainor,dance pop,2015,139,83,78,-5,11,95,183,5,5,68,3.05,2.0835475111828026,1.1023778426722248,0
I'll Show You,Justin Bieber,canadian pop,2015,192,61,36,-7,18,8,200,5,10,68,3.333333333333333,-1.6962612909786676,-2.262127384379085,2
Here,Alessia Cara,canadian contemporary r&b,2015,120,82,38,-4,8,33,199,8,10,68,3.316666666666667,0.009985266057695839,-0.8756128162698026,2
I Lived,OneRepublic,dance pop,2015,120,85,59,-5,27,34,235,7,4,67,3.9166666666666665,0.2274227416202195,-0.9245212808533513,2
Fireball (feat. John Ryan),Pitbull,dance pop,2015,123,94,69,-5,5,79,235,9,6,67,3.9166666666666665,1.4322017653211547,0.3694800577836888,0
Easy Love,Sigala,dance pop,2015,124,94,68,-4,12,65,230,18,6,67,3.8333333333333335,1.308213385869693,0.008874827048384423,0
The Feeling,Justin Bieber,canadian pop,2015,127,81,53,-6,10,21,245,8,6,67,4.083333333333333,-0.741605448440783,-0.8740215107650371,2
I Really Like You,Carly Rae Jepsen,canadian pop,2015,122,81,62,-5,22,60,205,1,4,66,3.4166666666666665,0.9515284982573531,-0.12951867822502777,0
BO$$,Fifth Harmony,dance pop,2015,103,87,81,-5,5,74,171,1,11,66,2.85,1.9539546486371724,1.5189205531152496,0
Focus,Ariana Grande,dance pop,2015,100,88,67,-6,44,79,211,27,24,66,3.5166666666666666,1.1181463547970376,-0.8280047342875195,3
All About That Bass,Meghan Trainor,dance pop,2015,134,88,81,-4,11,96,189,5,5,65,3.15,2.5496148132298457,1.042043957687206,0
On My Mind,Ellie Goulding,dance pop,2015,155,71,70,-7,9,74,213,26,5,65,3.55,-0.031522633324591036,0.48054813304267524,0
Love Me Like You,Little Mix,dance pop,2015,106,67,79,-4,28,85,198,21,4,65,3.3,1.2826630599171482,1.1292615989547068,0
Broken Arrows,Avicii,big room,2015,116,67,63,-7,10,29,233,5,5,65,3.883333333333333,-0.973395303739812,0.07802673389066941,2
Booty,Jennifer Lopez,dance pop,2015,129,95,71,-4,26,40,210,0,5,64,3.5,1.5344889528806913,-0.6728339573618626,0
What Do You Mean? - Acoustic,Justin Bieber,canadian pop,2015,125,36,77,-11,10,76,204,79,4,64,3.4,-3.1383008299663406,2.4030398294535815,1
Mark My Words,Justin Bieber,canadian pop,2015,114,26,38,-9,17,52,134,88,3,63,2.2333333333333334,-4.0079562813801015,1.577571166493378,1
Lay It All on Me,Rudimental,dance pop,2015,123,75,67,-7,19,48,242,14,4,62,4.033333333333333,-0.4200584861702791,-0.1767122490111895,2
American Oxygen,Rihanna,barbadian pop,2015,78,75,39,-6,33,48,320,5,9,61,5.333333333333333,-1.0595610055059057,-1.983816524783249,2
Bang Bang,Jessie J,australian pop,2015,150,75,71,-4,38,73,199,27,9,61,3.316666666666667,1.220708700744724,-0.6844480786176926,3
Reality - Radio Edit,Lost Frequencies,belgian edm,2015,122,70,71,-8,7,60,159,2,3,61,2.65,0.14647612646531646,1.3695040306688255,0
Alive,Sia,australian dance,2015,100,76,51,-4,11,44,264,25,5,61,4.4,-0.5065449708043874,-0.49432175812701595,2
Sugar (feat. Francesco Yates),Robin Schulz,dance pop,2015,123,82,64,-5,16,64,219,2,6,60,3.65,0.9694016384650554,-0.20219733430686135,0
Been You,Justin Bieber,canadian pop,2015,113,78,74,-6,32,86,199,2,7,60,3.316666666666667,1.467166108267136,0.2685224703241068,0
Prayer in C - Robin Schulz Radio Edit,Lilly Wood and The Prick,french indie pop,2015,123,89,76,-5,62,78,189,2,3,58,3.15,2.266174249698821,-0.9120018477263785,3
See You Again (feat. Charlie Puth),Wiz Khalifa,hip hop,2015,80,48,69,-8,6,28,230,37,8,56,3.8333333333333335,-2.468231814383356,1.2547279386504913,1
Heroes (we could be),Alesso,big room,2015,126,75,52,-4,24,35,210,4,6,56,3.5,0.2572212620758162,-1.1646209694672751,2
"Feel The Light - From The ""Home"" Soundtrack",Jennifer Lopez,dance pop,2015,156,60,47,-6,9,4,292,33,5,55,4.866666666666666,-2.652925924363133,-1.903395219681692,2
Perfect,One Direction,boy band,2015,100,82,65,-5,12,40,230,6,8,55,3.8333333333333335,0.3051968382469991,-0.1885469573291882,2
Ghosttown,Madonna,dance pop,2015,79,55,54,-7,12,9,250,4,4,54,4.166666666666667,-2.1266826549147995,-0.12978167130244755,2
Bang My Head (feat. Sia & Fetty Wap),David Guetta,dance pop,2015,108,87,60,-4,10,59,193,5,8,54,3.216666666666667,1.2469020973387706,-0.01718545583732309,0
Bloodstream,Ed Sheeran,pop,2015,89,59,48,-6,6,27,309,20,5,52,5.15,-2.239263845056965,-0.7736024818023541,2
Living For Love,Madonna,dance pop,2015,123,79,67,-5,25,39,219,4,9,52,3.65,0.510421851074357,-0.9013905211635382,2
Baby Don't Lie,Gwen Stefani,dance pop,2015,100,55,69,-5,10,26,203,1,3,52,3.3833333333333333,-0.5326822272290616,0.6294128441439476,2
Don't Be so Hard on Yourself,Jess Glynne,dance pop,2015,120,82,57,-3,16,66,211,6,3,52,3.5166666666666666,1.3144407792992547,-0.44031279174180404,0
Steal My Girl,One Direction,boy band,2015,77,76,47,-6,14,52,227,0,4,51,3.783333333333333,-0.26866227135777293,-0.20176687524929335,2
"Celebrate (From the Original Motion Picture ""Penguins of Madagascar"")",Pitbull,dance pop,2015,127,85,68,-3,6,93,193,1,6,50,3.216666666666667,2.369870708041976,0.37144917891566837,0
We Are Here,Alicia Keys,hip pop,2015,93,67,64,-6,8,8,285,43,4,49,4.75,-2.2878992871378476,-0.2978721916523556,2
St Jude,Florence + The Machine,art pop,2015,117,43,26,-11,11,9,225,75,3,47,3.75,-5.457697717287662,-0.6679716984723205,1
Yesterday (feat. Bebe Rexha),David Guetta,dance pop,2015,128,78,57,-4,33,28,243,2,3,46,4.05,0.2101759034192739,-1.9054574255538277,2
Time of Our Lives,Pitbull,dance pop,2015,124,80,72,-6,69,72,229,9,6,45,3.816666666666667,1.181978223207173,-1.9460448111774906,3
Sparks,Hilary Duff,dance pop,2015,122,88,85,-5,10,79,186,4,6,44,3.1,2.0520149726087564,0.7600766023079656,0
Mr. Put It Down,Ricky Martin,dance pop,2015,128,78,80,-6,4,83,196,1,18,42,3.2666666666666666,1.4966958020091352,0.3039724182233085,0
Legendary Lovers,Katy Perry,dance pop,2015,126,84,62,-5,8,39,224,2,8,41,3.733333333333333,0.4291686829224361,-0.9234154959293983,2
Spark The Fire,Gwen Stefani,dance pop,2015,120,80,88,-4,20,54,202,8,6,39,3.3666666666666667,1.5325152707407266,0.13057277950978044,0
Run Run Run,Kelly Clarkson,dance pop,2015,112,37,28,-7,11,8,273,45,4,36,4.55,-4.2496730835109275,-1.6236361743309173,1
Let Me Be Your Lover,Enrique Iglesias,dance pop,2015,112,90,72,-4,6,88,238,1,13,34,3.966666666666667,1.9956552697238024,-0.4230145477505221,0
Dangerous,Jennifer Hudson,dance pop,2015,109,53,90,-5,8,65,255,0,5,18,4.25,0.34611340347261405,0.2989202602434182,0
L.A.LOVE (la la),Fergie,dance pop,2015,202,39,48,-8,26,27,193,2,9,0,3.216666666666667,-1.8623242970032976,-3.239340425714207,2
Cake By The Ocean,DNCE,dance pop,2016,119,75,77,-5,4,90,219,15,5,81,3.65,1.170771127760761,1.7198786319211607,0
Don't Let Me Down,The Chainsmokers,electropop,2016,160,87,53,-5,14,42,208,16,17,81,3.466666666666667,0.4082029368374322,-1.1204589475152864,3
In the Name of Love,Martin Garrix,big room,2016,134,52,50,-6,45,17,196,11,4,81,3.2666666666666666,-1.2987630865819362,-0.9364954037779987,2
Into You,Ariana Grande,dance pop,2016,108,73,62,-6,14,37,244,2,11,80,4.066666666666666,-0.3191183603482734,-0.017019907180488587,2
This Is What You Came For,Calvin Harris,dance pop,2016,124,93,63,-3,15,47,222,20,3,80,3.7,1.088570888448765,0.03713442759064943,0
Million Reasons,Lady Gaga,dance pop,2016,130,42,67,-8,11,15,205,49,4,80,3.4166666666666665,-2.9207276001539975,1.2339522306647033,1
Needed Me,Rihanna,barbadian pop,2016,111,31,67,-8,8,30,192,11,24,80,3.2,-2.0092493724401184,1.0487199128614306,2
7 Years,Lukas Graham,danish pop,2016,120,47,77,-6,39,34,237,29,5,80,3.95,-1.21434221185861,0.33654503679317693,2
"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,dance pop,2016,113,83,67,-6,19,70,236,1,7,79,3.933333333333333,0.84542079034536,0.2994188231574105,0
Work from Home (feat. Ty Dolla $ign),Fifth Harmony,dance pop,2016,105,59,80,-6,6,59,214,10,4,79,3.566666666666667,-0.03763419993364991,1.955666697469367,0
Scars To Your Beautiful,Alessia Cara,canadian contemporary r&b,2016,97,74,57,-6,11,45,230,3,13,79,3.8333333333333335,-0.20974680785840527,0.19915369011898731,2
Like I'm Gonna Lose You (feat. John Legend),Meghan Trainor,dance pop,2016,108,53,63,-7,18,42,225,40,4,79,3.75,-1.8058292232845319,0.9946349942209873,1
Work,Rihanna,barbadian pop,2016,92,53,73,-6,9,56,219,8,9,78,3.65,-0.4038935712716398,1.604295563907777,0
"Me, Myself & I",G-Eazy,hip hop,2016,112,67,76,-7,16,38,251,2,10,78,4.183333333333334,-0.4681469871380302,0.40666857635195536,2
I Took A Pill In Ibiza - Seeb Remix,Mike Posner,dance pop,2016,102,71,66,-7,8,69,198,4,11,78,3.3,0.2518876389060157,1.2462350681142769,0
Dangerous Woman,Ariana Grande,dance pop,2016,134,60,66,-5,36,29,236,5,4,78,3.933333333333333,-0.3754856917284083,-0.6402941558245935,2
Starving,Hailee Steinfeld,dance pop,2016,100,62,73,-4,11,51,182,38,6,78,3.033333333333333,-0.05085808148197885,1.8234695366111968,0
Shout Out to My Ex,Little Mix,dance pop,2016,126,75,77,-4,11,80,246,2,9,77,4.1,1.4458762304984147,0.614233156393303,0
